Series Name	Series Code	Country Name	Country Code	1990 [YR1990]	2000 [YR2000]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]	2019 [YR2019]	2020 [YR2020]	2021 [YR2021]	2022 [YR2022]
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Malta	MLT	9079.93449473417	15492.9541358723	19892.6207898734	20987.7622779928	22461.8191541232	22695.8687268862	24495.3514857938	25107.2021491435	25831.1804273732	23090.2131403938	25656.7045804125	27158.8014207574
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Marshall Islands	MHL	3024.45519447521	2786.34184125111	3529.43799657267	3554.49136238323	3703.64905889496	3862.82977094498	4091.24335092292	4373.87636173868	4984.64720085852	5041.05682629627	5262.47562425684	5403.21874473767
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Mauritania	MRT	47706.6669875331	43144.4818057716	51133.6015435916	51929.108596176	53292.0871112102	52556.7133115657	54400.6212237216	55519.3565850378	56951.297820705	54977.6631372755	54901.8666194002	56279.1680544004
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Mauritius	MUS	141335.388382881	210345.412862202	328599.000895207	340557.343118661	352658.561192323	366028.308197764	380099.563755498	395113.631410811	406406.474168335	347073.75321284	358781.42306848	391139.289977291
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Mexico	MEX	112074.91437759	132139.230803797	138776.467536391	140970.27461047	143923.204078985	146044.7087132	147528.254501505	149338.500129433	147764.594533406	134976.104876397	140559.218971846	143955.908414728
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Micronesia, Fed. Sts.	FSM	1884.32400636897	2126.5735079537	2178.470476664	2120.13868506017	2209.2534395498	2219.75164885149	2268.86625011319	2263.44057910916	2280.77914148987	2225.98433625319	2135.49071430466	2103.05672557001
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Moldova	MDA	..	25346.8988520488	49038.1286637652	51521.2556248165	51742.3636572639	54779.7313485441	58061.2629478413	61498.7029048062	64710.6632175072	60010.5531795395	68891.0859173623	65361.3065805405
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Monaco	MCO	94482.2144383264	107355.4782073	140138.320395201	147363.611188037	151798.150163221	155720.104664023	150377.928949358	159399.389667558	170383.971485662	148743.296679486	181965.872539933	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Mongolia	MNG	3488513.2500059	3068635.23571601	7285417.81591359	7703738.05571335	7722333.6245328	7669728.32135413	7928101.69933754	8358643.01579872	8640025.73503525	8091276.91245729	8092421.73594338	8358281.88711869
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Montenegro	MNE	..	3737.41581948921	5230.91980611938	5319.06048471398	5496.3120359908	5657.10433663344	5923.25341876977	6225.4900542728	6480.50087777399	5494.91554885998	6232.65898054137	6645.21657559169
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Morocco	MAR	15921.6533203125	18439.34375	28451.9609375	28838.228515625	29709.84375	29495.337890625	30613.8828125	31195.376953125	31757.72265625	29162.24609375	31142.47265625	31154.53515625
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Mozambique	MOZ	7988.54189575809	10915.2009299601	20481.1086218208	21331.6042495817	22083.4544860931	22221.6301031326	22348.6200377529	22446.9358006016	22312.9919037217	21414.3877538887	21298.7928308417	21581.904837068
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Myanmar	MMR	202410.021463332	338756.022194664	1186608.16858655	1273244.58082046	1304461.74343192	1430186.6687515	1500969.38436046	1585653.13296731	1680750.09579524	1721661.75637782	1403413.28018485	1435381.91635013
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Namibia	NAM	36815.8504898792	39711.8607078836	59879.2545282172	62437.2479994436	63967.4044904639	62869.5076337981	61139.9589094511	60731.2051062485	59213.2904501023	53488.063246204	54474.8737328325	56141.1842835172
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Nauru	NRU	..	..	8602.95492799701	9689.21389396709	8940.54537326777	9443.03576112617	8645.77983222051	9141.22777591412	9726.34355423673	9987.8197320341	10151.0670609863	10262.0776760341
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Nepal	NPL	32165.3660266652	41812.3436429895	61704.7644925356	65222.265101832	67451.4866640726	67133.6673965871	72323.951862941	76954.0323846864	81149.5020050769	77833.2719458021	79734.2560041797	82796.844605938
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Netherlands	NLD	28035.7733767359	36463.6973389805	39706.8881590285	40127.4243095527	40732.6526808888	41404.462654065	42358.5393656148	43106.1410114334	43662.1624348496	41732.9255511281	43533.9952948273	45046.662475308
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	New Caledonia	NCL	1465350.87262067	1382591.5359002	..	..	..	..	3578313.20852258	3716505.21812885	3663528.43946321	3559593.19909682	3456928.49705955	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	New Zealand	NZL	37815.3594810499	44203.6513985017	53377.2911460796	54498.6241558729	55395.4961600208	56224.3925669799	57002.8201346186	57964.6333102069	58445.0469955013	56796.7081843542	59484.1319403686	60616.5821202605
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Nicaragua	NIC	16556.1204689474	19067.7955396038	25319.0724091448	26149.2144218832	27011.090404563	27842.7699090736	28721.8703649639	27368.6279838222	26210.2328898109	25396.7831057173	27637.3833303652	28270.2818148429
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Niger	NER	272676.015536671	230027.183008372	275701.924415217	283104.768611049	284438.629253278	289358.995242414	292423.14833497	301856.807724904	307973.643089974	307240.182950031	300164.7602306	322484.829714251
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Nigeria	NGA	227699.141064557	207000.510359686	365960.421155799	378959.929266754	379251.582955012	363881.629922204	357659.715846082	355548.13125464	354611.417025158	339852.279598068	343872.148277169	346703.235631822
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	North Macedonia	MKD	150049.812902424	138077.824660103	190531.445248911	197117.637925756	204445.794806944	210039.131672529	212105.363118474	218035.012717842	226509.057184159	213094.52066097	225637.427485071	231311.419725841
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Northern Mariana Islands	MNP	..	..	14690.9341976564	15388.7688984881	16015.0638661335	20847.5935305967	25882.6312365708	21071.8829516539	18853.544065145	13330.1066811866	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Norway	NOR	402703.966287184	547126.264788853	592844.587088451	598202.495040131	603280.032579072	604953.578351707	614871.835493412	615889.822052909	618620.66876394	607128.576673374	627432.548369919	642220.164566447
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Oman	OMN	6808.62823547927	8357.56750657885	8120.25110829307	7830.08465138391	7864.90022367607	7874.2721239089	7648.17627338968	7646.77232270057	7557.81614454606	7397.80444112437	7665.24724967819	7898.17446328889
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Pakistan	PAK	98850.19026937	108767.34116485	137762.742424594	142184.918611537	146993.639505308	153261.0866258	157942.889778616	165101.564714813	166525.853353043	161579.54484039	168934.400889686	176024.010564247
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Palau	PLW	..	11761.0108486262	14226.3746138725	15129.4111036188	16271.8556816905	16238.2128423889	15557.5489151763	15550.828481863	15567.0908684974	14105.2748720231	12189.3031513537	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Panama	PAN	5615.1132253945	7602.17382542436	13794.9936851749	14243.3075494686	14799.9258769277	15265.891584442	15845.0303516014	16156.0742942819	16421.0642014596	13324.9739933114	15233.3491989805	16660.5286197167
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Papua New Guinea	PNG	5071.46798812514	5316.66471506529	5787.46599864389	6401.65027735203	6651.44467272828	6845.49013509014	6919.78507253481	6741.85525767569	6886.4992937899	6526.69226761193	6402.02384315816	6568.97132781977
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Paraguay	PRY	20677056.3700438	20779084.4791941	28490405.0903549	29581729.4662816	30026478.2401282	30865045.6414029	31897733.2728808	32470601.1339482	31910742.363231	31225147.1166446	32067057.0623709	31727090.437278
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Peru	PER	6852.02051879183	8336.58513690722	15194.843444026	15395.2940096662	15710.7369227324	16111.0256170835	16269.8020210795	16601.2585290795	16652.164955093	14628.2711093875	16388.9153439381	16663.6377509179
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Philippines	PHL	85115.7078932765	89604.1874748736	132945.129405929	139116.889047178	145498.484373181	153159.810769872	160916.425893034	168236.032835426	175598.92580054	156321.334820001	162803.221114113	172583.950066326
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Poland	POL	19267.2162200942	27683.6632070637	43619.2021723547	45326.7655370111	47345.1138264914	48764.4128916534	51264.5140230531	54312.4049532913	56743.1857496844	55694.3217867879	59747.6777303617	62969.2841351083
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Portugal	PRT	13133.9513972348	16939.8943507506	16750.1920907845	16974.162253816	17350.0521718512	17756.3597215889	18423.8380435521	18979.1553179353	19483.6957795071	17847.6781915185	18778.6091568478	19930.1368618404
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Puerto Rico	PRI	1871.02063895957	2609.92677015854	2938.92950248492	2951.76009102446	2972.62031445063	2992.42192967213	2977.18752612557	2965.00168788052	3014.34639636734	2810.34277326281	2838.82056938854	2971.48571802809
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Qatar	QAT	..	209393.67755679	289103.128910278	279914.374216797	268919.059933164	257872.234801165	243089.426257166	241201.255452281	239563.069086722	234759.80682725	244895.834698515	256062.636327428
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Romania	ROU	10672.703256014	9715.6120729292	17628.9637756144	18424.2798186688	19096.131051389	19754.8129867492	21497.9185719941	22928.3397273386	23937.5813560106	23184.6147856893	24714.2450684837	26121.5817169538
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Russian Federation	RUS	491936.03125	333638.71875	602988.75	596685.9375	583655	583714.8125	593692.75	610408.3125	624105.75	608808.75	645614.125	631653.25
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Rwanda	RWA	303347.134582604	276057.587747653	544488.913510519	564486.753736283	599994.726426504	620474.115152597	629110.444117698	666408.949131682	712244.570093653	671915.165579649	727535.989008377	768903.622624231
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Samoa	WSM	5955.61459750645	6800.12390765619	9220.16465021832	9197.38100784607	9466.40091172122	10124.0634608648	10163.2923951259	10001.5717616988	10338.1713503693	9875.88087228806	9015.35353165969	8334.60711748253
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	San Marino	SMR	..	45446.0724005518	34219.6184467478	33873.4313696128	34462.8218021513	34995.5593827987	34857.2269777825	35274.3833574063	35979.8662965209	33756.8497661443	36897.9892517288	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sao Tome and Principe	STP	..	..	17584.8119035699	18381.7906094776	18756.3080487659	19202.5347941671	19615.3406141245	19876.999110455	20008.2945400491	20232.379562845	20199.7247957258	20003.8846908259
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Saudi Arabia	SAU	68868.7294297185	65998.1454059076	75722.3821844696	77195.4111388083	79275.457762855	79530.4422917037	77669.3754637433	77934.3933566535	76808.0791246634	73127.0768412503	76093.6606247773	81705.5333629983
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Senegal	SEN	593749.965585196	629932.407893542	676859.066507419	699701.037371545	724246.928901217	749645.466145621	783585.59439359	809951.851757208	824768.001868159	813698.411741944	844279.198155803	857019.396332354
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Serbia	SRB	..	347463.062504041	601179.626506044	594407.955261959	608144.817552485	631748.041531684	648464.005396491	681325.534141704	714663.434714592	712941.639274308	774038.259222636	800157.17253343
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Seychelles	SYC	118078.846156358	157401.931444208	188960.446475225	193604.361912893	197276.983268928	204592.545179928	207729.978193504	213389.479341064	221818.02099872	200909.995734395	210060.932116303	226714.452328603
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sierra Leone	SLE	1098.01638462821	800.371831389026	1467.19409538657	1496.31254019221	1161.38819345453	1205.57364356912	1220.90793109534	1233.78568963506	1268.6618876407	1215.4218438979	1237.26151013919	1253.03443594131
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Singapore	SGP	31995.8899056555	47967.7557985117	73276.7603565146	75178.0894246218	76502.9714533075	78236.6611423037	81719.8725716749	84245.0780998944	84395.3321157332	81356.3844147366	92355.0572231087	92607.9231196898
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sint Maarten (Dutch part)	SXM	..	..	47015.5981096512	46392.4638450312	45210.3850611719	44135.9478595912	40956.1196825553	37952.7546154787	40585.0018073447	33326.2049300874	35311.6754638757	38252.1274856982
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Slovak Republic	SVK	..	8034.69618016895	13704.5686503825	14060.555130993	14773.0434800244	15040.8207044342	15458.7230329576	16059.510671552	16440.2965303282	15878.1835364997	16685.777604724	17012.6069820566
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Slovenia	SVN	..	14637.6459645286	17956.05482261	18434.9668764973	18828.2322872785	19414.9852642222	20336.6352301697	21165.6208080066	21744.1295546559	20665.611849969	22302.4369580077	23493.8157148466
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Solomon Islands	SLB	13323.5427077751	12920.5994260171	15753.1788483168	15539.9874450722	15406.2612215585	15862.2325673219	15955.4964467384	16005.3333414233	15905.4982792414	15007.5738833405	14570.8630771165	13661.9755258031
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Somalia	SOM	13259.2800121616	..	7317424.80928785	7617065.24298354	8473941.72500888	8856607.63492396	8716257.9148951	9040080.90654693	9367559.50704886	9278125.87228554	9354804.15800083	9507377.88324173
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	South Africa	ZAF	59204.334667333	60383.0503900326	79858.9642859688	79721.4306910722	79117.1995549328	78872.5919855694	79477.4987147608	79704.5942496844	78917.7702329719	73013.8586359593	75839.7251695528	76740.4456866496
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	South Sudan	SSD	..	..	1560.95368363369	1598.18084514759	1428.10125046687	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Spain	ESP	17097.420681569	21575.2054384722	21963.6639132373	22336.9040200227	23212.3134819392	23897.2661210201	24550.7309258365	25001.8409003133	25315.521935506	22339.0344755076	23547.154690161	24726.9591364778
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sri Lanka	LKA	179417.714174564	273341.455763736	493787.849424345	522617.937605467	542117.056313824	567153.295125891	601512.263104719	610773.345233041	605709.138104848	574640.722660705	588460.642715292	541808.25932104
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	St. Kitts and Nevis	KNA	22897.1847622798	31721.6955192363	42079.8877886407	45249.3251585093	45571.4584641138	47364.4011048799	47370.9323009313	48367.2871171039	50376.4252179745	43119.7262919273	42772.5496786119	46572.1866672262
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	St. Lucia	LCA	22821.2458675624	25598.3134796238	28609.3644023957	28852.3145923434	28746.8042340696	29599.2925691417	30472.5027234806	31222.4545781615	30898.7977579053	23284.812845562	26072.7744348765	30053.5202966801
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	St. Martin (French part)	MAF	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	St. Vincent and the Grenadines	VCT	10465.7578932737	14065.3870823192	19587.8613308516	19911.9893808328	20549.2316200561	21506.7607194242	21925.3759949126	22679.1737105719	22907.0023808589	22111.9563561122	22342.6826254923	23535.9395913774
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sudan	SDN	321.255615234375	470.907043457031	546.854431152344	556.683959960938	549.959228515625	551.602416992188	537.725830078125	506.872131347656	481.689453125	451.582763671875	431.335510253906	416.131072998047
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Suriname	SUR	22108.6713145296	20835.4711293158	32072.764284587	31831.0090541741	30435.7270081237	28642.0398553279	28788.5982514096	29899.8677816798	29917.4664043538	24858.0003788721	23945.9546318425	24198.4337583328
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Sweden	SWE	291595.02642591	346816.636269911	413718.979219466	420521.528736782	434777.949923596	438239.418487295	443477.02625392	446903.229750254	451182.603719644	438212.528741649	459048.652092477	467981.845230177
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Switzerland	CHE	67428.1426349922	70975.5640463514	79377.1364211643	80257.1856480843	80653.7603369846	81428.1426355893	81771.220704604	83492.9339704867	83846.1840313086	81258.454253084	84054.1539776674	85136.1300179789
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Syrian Arab Republic	SYR	41143.3769500772	55472.2954019015	38822.0332407867	37288.8529536725	37343.3664608576	35395.3322282366	35103.9301603566	34948.472500762	34028.9809297336	31648.910499627	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Tajikistan	TJK	865.920197273462	284.823939047964	594.773474456807	620.161720360475	642.240677949002	670.719451142067	702.227552496912	738.825703138167	775.748046288259	792.381529206782	848.474008589007	897.687246493441
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Tanzania	TZA	1073684.375	1098563.875	1741393.875	1801829.875	1850215.625	1910017.25	1972099.375	2014779.25	2068529.875	2047439.5	2072987.5	2104642.25
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Thailand	THA	61883.166846556	83314.8092660072	131392.220269099	131960.599787799	135450.710246508	139483.292578897	144713.698099142	150337.908656309	153129.456606288	143501.318154946	145387.341309533	148960.187053773
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Timor-Leste	TLS	..	948.028371055148	1278.59515907555	1309.53326637577	1322.30097038264	1346.10374974889	1285.3447658729	1257.64685837009	1530.81117555087	1988.98264993327	2061.01903035864	1674.71697423653
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Togo	TGO	419011.24780602	402575.332061377	425436.09637404	439362.242928233	453102.768602434	466546.644365996	474962.608854554	487336.193975179	499143.574196776	496978.304629627	514431.48528444	531781.784124423
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Tonga	TON	5593.70078205557	7415.37089558785	8361.57308407026	8567.40944985276	8708.97551874258	9317.68000227043	9653.92116871413	9701.59771754636	9788.66328095968	9808.1783115131	9477.83845986964	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Trinidad and Tobago	TTO	41571.5309715298	68915.038098548	125689.834035408	128977.302346999	127168.525459585	117827.694595496	111577.075247175	108686.618808022	107715.211239806	99562.9115625825	98055.4083044552	100134.940602621
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Tunisia	TUN	4091.03379516857	5546.25591662088	7634.79076278083	7782.12428650476	7769.84777092554	7770.68662832853	7859.98293349932	7984.09824452962	8032.61862874517	7256.61452739879	7513.757061313	7645.15002569173
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Turkiye	TUR	9443.26223872988	11467.6949381696	18013.3732701542	18531.4800504654	19280.3631719779	19583.4192329308	20778.0463379226	21211.3013822698	21205.3360531156	21448.7614337684	23703.6440616668	24857.046313257
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Turkmenistan	TKM	4763.24401025945	3048.73921348738	7388.5213651925	8001.23524849766	8368.69548946307	8732.88535298517	9144.97042163682	9557.14059830511	10005.2389898708	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Turks and Caicos Islands	TCA	..	..	21877.3590522117	22837.544661998	24341.0640976518	24940.2264289076	23343.8058427869	23677.2651674018	24015.8240482823	17108.7180413768	18297.8233895465	17971.7921886966
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Tuvalu	TUV	3380.96959916085	4357.75057065781	4396.40959882762	4404.07376823562	4872.66709570654	5160.33910799853	5298.4066930187	5353.61521775613	6042.97801022897	5725.59715920986	5758.65663946857	5742.30951342871
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Uganda	UGA	1145657.7970879	1577502.08628834	2575044.00026422	2627358.22298596	2679535.55453058	2715553.51631823	2704358.93665089	2778702.58755096	2858887.85605419	2846785.71211895	2854312.63551719	2898801.33908689
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Ukraine	UKR	79604.3984375	36325.8984375	63091.4765625	60015.609375	54347.8359375	55899.359375	57470.4921875	59778.7265625	62046.56640625	60122.09375	62746.11328125	51999.3203125
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	United Arab Emirates	ARE	243062.740961113	222272.080365569	143126.029431273	147669.139416912	156259.581722301	163531.129787955	163388.324476837	164233.434064512	164765.035563091	155322.278018914	160063.336040179	170542.103597991
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	United Kingdom	GBR	20668.155387373	25650.0553364049	28348.3781482779	29040.7775896765	29501.0679290209	29912.2682175999	30435.7190910609	30767.6583347206	31085.4085084598	27555.4502172694	29673.2675084258	30915.6699714748
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	United States	USA	39303.4890094262	48746.0409600767	54830.7840664164	55675.3868536862	56762.7294515989	57292.5387829091	58207.578310388	59607.3936602496	60698.0112990179	58451.6067152443	61829.8456266599	62866.7143910206
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Uruguay	URY	244944.621801264	325401.822810356	486626.518227364	500834.697001057	501043.444286471	507876.060573572	515441.573782947	515516.269336647	519146.85502809	486536.732557889	512631.602855592	538407.338945902
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Uzbekistan	UZB	2030011.81111653	1655529.21770438	3225120.45188182	3389153.4423953	3570975.32149098	3717602.16645374	3816210.99632463	3971015.85056132	4130308.87006672	4132531.89454821	4351647.7403888	4503783.24575893
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Vanuatu	VUT	209508.09241659	223111.925612004	218829.448951558	220348.464584869	215947.156324384	220660.410002189	228925.127222737	229971.274613351	231882.629663211	215159.536070071	211498.510044276	210396.645650976
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Venezuela, RB	VEN	1688.64976059689	1678.96463072765	2085.72428446243	1980.91431537464	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Vietnam	VNM	10404606.446707	18291954.1763295	35969328.9758814	37873326.1560105	40099467.8483995	42352528.7837153	44855240.6809146	47756108.0608165	50808966.9727243	51793317.2086097	52673487.4263231	56481245.606639
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Virgin Islands (U.S.)	VIR	..	..	35468.0167714109	34889.972377227	34796.4943553179	35417.9843000112	35234.5708932616	35999.6635545462	37114.8131134631	36447.4550757362	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	West Bank and Gaza	PSE	..	2436.00300874047	3309.63120243098	3227.84934482645	3272.15432360708	3483.09903532972	3462.97986107136	3417.79440837962	3378.4346209191	2922.46801084844	3051.48607007995	3095.49981243601
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Yemen, Rep.	YEM	11062.2851621305	13780.6180785562	13539.1491039765	13139.0145403949	9207.58997276844	8128.4587396011	7520.84725279412	7391.35821153743	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Zambia	ZMB	5235.12143069299	4792.66108564274	7614.51806684828	7717.53701424336	7693.39183406439	7736.57258115738	7762.20261539246	7831.85654343183	7709.34775522964	7277.95323418595	7399.42930577398	7539.68680178892
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Zimbabwe	ZWE	16962.4983302489	17250.0020194892	14635.1177189467	14530.4487962509	14511.1582128553	14340.2323537519	14623.4297968674	15048.883152106	13818.2877674246	12482.0034070924	13264.8263822282	13441.0077284834
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Africa Eastern and Southern	AFE	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Africa Western and Central	AFW	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Arab World	ARB	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Caribbean small states	CSS	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Central Europe and the Baltics	CEB	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Early-demographic dividend	EAR	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	East Asia & Pacific	EAS	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	East Asia & Pacific (excluding high income)	EAP	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	East Asia & Pacific (IDA & IBRD countries)	TEA	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Euro area	EMU	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Europe & Central Asia	ECS	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Europe & Central Asia (excluding high income)	ECA	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Europe & Central Asia (IDA & IBRD countries)	TEC	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	European Union	EUU	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Fragile and conflict affected situations	FCS	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Heavily indebted poor countries (HIPC)	HPC	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	High income	HIC	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	IBRD only	IBD	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	IDA & IBRD total	IBT	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	IDA blend	IDB	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	IDA only	IDX	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	IDA total	IDA	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Late-demographic dividend	LTE	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Latin America & Caribbean	LCN	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Latin America & Caribbean (excluding high income)	LAC	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Latin America & the Caribbean (IDA & IBRD countries)	TLA	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Least developed countries: UN classification	LDC	..	..	..	..	..	..	..	..	..	..	..	..
GDP per capita (constant LCU)	NY.GDP.PCAP.KN	Low & middle income	LMY	..	..	..	..	..	..	..	..	..	..	..	..
